"STi","T2C","STj","COUNT","YEAR"
"ALABAMA","3 Months to Under 7 Months","GUAM","0","2017"
"ALABAMA","3 Months to Under 7 Months","HAWAII","0","2017"
"ALABAMA","3 Months to Under 7 Months","IDAHO","0","2017"
"ALABAMA","3 Months to Under 7 Months","ILLINOIS","5","2017"
"ALABAMA","3 Months to Under 7 Months","INDIANA","0","2017"
"ALABAMA","3 Months to Under 7 Months","IOWA","2","2017"
"ALABAMA","3 Months to Under 7 Months","KANSAS","0","2017"
"ALABAMA","3 Months to Under 7 Months","KENTUCKY","0","2017"
"ALABAMA","3 Months to Under 7 Months","LOUISIANA","5","2017"
"ALABAMA","3 Months to Under 7 Months","MAINE","0","2017"
"ALABAMA","3 Months to Under 7 Months","MARYLAND","2","2017"
"ALABAMA","3 Months to Under 7 Months","MASSACHUSETTS","0","2017"
"ALABAMA","3 Months to Under 7 Months","MICHIGAN","0","2017"
"ALABAMA","3 Months to Under 7 Months","MINNESOTA","0","2017"
"ALABAMA","3 Months to Under 7 Months","MISSISSIPPI","3","2017"
"ALABAMA","3 Months to Under 7 Months","MISSOURI","0","2017"
"ALABAMA","3 Months to Under 7 Months","MONTANA","0","2017"
"ALABAMA","3 Months to Under 7 Months","NEBRASKA","1","2017"
"ALABAMA","3 Months to Under 7 Months","NEVADA","0","2017"
"ALABAMA","3 Months to Under 7 Months","NEW HAMPSHIRE","0","2017"
"ALABAMA","3 Months to Under 7 Months","NEW JERSEY","0","2017"
"ALABAMA","3 Months to Under 7 Months","NEW MEXICO","0","2017"
"ALABAMA","3 Months to Under 7 Months","NEW YORK","3","2017"
"ALABAMA","3 Months to Under 7 Months","NORTH CAROLINA","2","2017"
"ALABAMA","3 Months to Under 7 Months","NORTH DAKOTA","0","2017"
"ALABAMA","3 Months to Under 7 Months","OHIO","2","2017"
"ALABAMA","3 Months to Under 7 Months","OKLAHOMA","0","2017"
"ALABAMA","3 Months to Under 7 Months","OREGON","0","2017"
"ALABAMA","3 Months to Under 7 Months","PENNSYLVANIA","0","2017"
"ALABAMA","3 Months to Under 7 Months","PUERTO RICO","2","2017"
"ALABAMA","3 Months to Under 7 Months","RHODE ISLAND","0","2017"
"ALABAMA","3 Months to Under 7 Months","SOUTH CAROLINA","0","2017"
"ALABAMA","3 Months to Under 7 Months","SOUTH DAKOTA","0","2017"
"ALABAMA","3 Months to Under 7 Months","TENNESSEE","9","2017"
"ALABAMA","3 Months to Under 7 Months","TEXAS","5","2017"
"ALABAMA","3 Months to Under 7 Months","US VIRGIN ISLANDS","0","2017"
"ALABAMA","3 Months to Under 7 Months","UTAH","0","2017"
"ALABAMA","3 Months to Under 7 Months","VERMONT","0","2017"
"ALABAMA","3 Months to Under 7 Months","VIRGINIA","6","2017"
"ALABAMA","3 Months to Under 7 Months","WASHINGTON","0","2017"
"ALABAMA","3 Months to Under 7 Months","WEST VIRGINIA","0","2017"
"ALABAMA","3 Months to Under 7 Months","WISCONSIN","0","2017"
"ALABAMA","3 Months to Under 7 Months","WYOMING","0","2017"
"ALABAMA","3 Months to Under 7 Months","TOTAL","401","2017"
"ALABAMA","7 Months to Under 1 Year","ALABAMA","325","2017"
"ALABAMA","7 Months to Under 1 Year","ALASKA","0","2017"
"ALABAMA","7 Months to Under 1 Year","ARIZONA","0","2017"
"ALABAMA","7 Months to Under 1 Year","ARKANSAS","0","2017"
"ALABAMA","7 Months to Under 1 Year","CALIFORNIA","9","2017"
"ALABAMA","7 Months to Under 1 Year","COLORADO","0","2017"
"ALABAMA","7 Months to Under 1 Year","CONNECTICUT","0","2017"
"ALABAMA","7 Months to Under 1 Year","DELAWARE","0","2017"
"ALABAMA","7 Months to Under 1 Year","DISTRICT OF COLUMBIA","1","2017"
"ALABAMA","7 Months to Under 1 Year","FLORIDA","17","2017"
"ALABAMA","7 Months to Under 1 Year","GEORGIA","20","2017"
"ALABAMA","7 Months to Under 1 Year","GUAM","0","2017"
"ALABAMA","7 Months to Under 1 Year","HAWAII","0","2017"
"ALABAMA","7 Months to Under 1 Year","IDAHO","0","2017"
"ALABAMA","7 Months to Under 1 Year","ILLINOIS","9","2017"
"ALABAMA","7 Months to Under 1 Year","INDIANA","1","2017"
"ALABAMA","7 Months to Under 1 Year","IOWA","0","2017"
"ALABAMA","7 Months to Under 1 Year","KANSAS","1","2017"
"ALABAMA","7 Months to Under 1 Year","KENTUCKY","1","2017"
"ALABAMA","7 Months to Under 1 Year","LOUISIANA","7","2017"
"ALABAMA","7 Months to Under 1 Year","MAINE","0","2017"
"ALABAMA","7 Months to Under 1 Year","MARYLAND","3","2017"
"ALABAMA","7 Months to Under 1 Year","MASSACHUSETTS","0","2017"
"ALABAMA","7 Months to Under 1 Year","MICHIGAN","1","2017"
"ALABAMA","7 Months to Under 1 Year","MINNESOTA","0","2017"
"ALABAMA","7 Months to Under 1 Year","MISSISSIPPI","6","2017"
"ALABAMA","7 Months to Under 1 Year","MISSOURI","2","2017"
"ALABAMA","7 Months to Under 1 Year","MONTANA","0","2017"
"ALABAMA","7 Months to Under 1 Year","NEBRASKA","0","2017"
"ALABAMA","7 Months to Under 1 Year","NEVADA","0","2017"
"ALABAMA","7 Months to Under 1 Year","NEW HAMPSHIRE","1","2017"
"ALABAMA","7 Months to Under 1 Year","NEW JERSEY","0","2017"
"ALABAMA","7 Months to Under 1 Year","NEW MEXICO","0","2017"
"ALABAMA","7 Months to Under 1 Year","NEW YORK","2","2017"
"ALABAMA","7 Months to Under 1 Year","NORTH CAROLINA","3","2017"
"ALABAMA","7 Months to Under 1 Year","NORTH DAKOTA","0","2017"
"ALABAMA","7 Months to Under 1 Year","OHIO","0","2017"
"ALABAMA","7 Months to Under 1 Year","OKLAHOMA","0","2017"
"ALABAMA","7 Months to Under 1 Year","OREGON","0","2017"
"ALABAMA","7 Months to Under 1 Year","PENNSYLVANIA","1","2017"
"ALABAMA","7 Months to Under 1 Year","PUERTO RICO","1","2017"
"ALABAMA","7 Months to Under 1 Year","RHODE ISLAND","0","2017"
"ALABAMA","7 Months to Under 1 Year","SOUTH CAROLINA","4","2017"
"ALABAMA","7 Months to Under 1 Year","SOUTH DAKOTA","0","2017"
"ALABAMA","7 Months to Under 1 Year","TENNESSEE","9","2017"
"ALABAMA","7 Months to Under 1 Year","TEXAS","6","2017"
"ALABAMA","7 Months to Under 1 Year","US VIRGIN ISLANDS","0","2017"
"ALABAMA","7 Months to Under 1 Year","UTAH","0","2017"
"ALABAMA","7 Months to Under 1 Year","VERMONT","0","2017"
"ALABAMA","7 Months to Under 1 Year","VIRGINIA","1","2017"
"ALABAMA","7 Months to Under 1 Year","WASHINGTON","0","2017"
"ALABAMA","7 Months to Under 1 Year","WEST VIRGINIA","0","2017"
"ALABAMA","7 Months to Under 1 Year","WISCONSIN","0","2017"
"ALABAMA","7 Months to Under 1 Year","WYOMING","0","2017"
"ALABAMA","7 Months to Under 1 Year","TOTAL","431","2017"
"ALABAMA","1 Year to Under 2 Years","ALABAMA","597","2017"
"ALABAMA","1 Year to Under 2 Years","ALASKA","0","2017"
"ALABAMA","1 Year to Under 2 Years","ARIZONA","0","2017"
"ALABAMA","1 Year to Under 2 Years","ARKANSAS","0","2017"
"ALABAMA","1 Year to Under 2 Years","CALIFORNIA","11","2017"
"ALABAMA","1 Year to Under 2 Years","COLORADO","2","2017"
"ALABAMA","1 Year to Under 2 Years","CONNECTICUT","1","2017"
"ALABAMA","1 Year to Under 2 Years","DELAWARE","0","2017"
"ALABAMA","1 Year to Under 2 Years","DISTRICT OF COLUMBIA","3","2017"
"ALABAMA","1 Year to Under 2 Years","FLORIDA","41","2017"
"ALABAMA","1 Year to Under 2 Years","GEORGIA","60","2017"
"ALABAMA","1 Year to Under 2 Years","GUAM","0","2017"
"ALABAMA","1 Year to Under 2 Years","HAWAII","0","2017"
"ALABAMA","1 Year to Under 2 Years","IDAHO","0","2017"
"ALABAMA","1 Year to Under 2 Years","ILLINOIS","17","2017"
"ALABAMA","1 Year to Under 2 Years","INDIANA","5","2017"
"ALABAMA","1 Year to Under 2 Years","IOWA","1","2017"
"ALABAMA","1 Year to Under 2 Years","KANSAS","3","2017"
"ALABAMA","1 Year to Under 2 Years","KENTUCKY","3","2017"
"ALABAMA","1 Year to Under 2 Years","LOUISIANA","9","2017"
"ALABAMA","1 Year to Under 2 Years","MAINE","0","2017"
"ALABAMA","1 Year to Under 2 Years","MARYLAND","3","2017"
"ALABAMA","1 Year to Under 2 Years","MASSACHUSETTS","1","2017"
"ALABAMA","1 Year to Under 2 Years","MICHIGAN","4","2017"
"ALABAMA","1 Year to Under 2 Years","MINNESOTA","1","2017"
"ALABAMA","1 Year to Under 2 Years","MISSISSIPPI","7","2017"
"ALABAMA","1 Year to Under 2 Years","MISSOURI","2","2017"
"ALABAMA","1 Year to Under 2 Years","MONTANA","0","2017"
"ALABAMA","1 Year to Under 2 Years","NEBRASKA","0","2017"
"ALABAMA","1 Year to Under 2 Years","NEVADA","2","2017"
"ALABAMA","1 Year to Under 2 Years","NEW HAMPSHIRE","0","2017"
"ALABAMA","1 Year to Under 2 Years","NEW JERSEY","3","2017"
"ALABAMA","1 Year to Under 2 Years","NEW MEXICO","0","2017"
"ALABAMA","1 Year to Under 2 Years","NEW YORK","12","2017"
"ALABAMA","1 Year to Under 2 Years","NORTH CAROLINA","8","2017"
"ALABAMA","1 Year to Under 2 Years","NORTH DAKOTA","0","2017"
"ALABAMA","1 Year to Under 2 Years","OHIO","2","2017"
"ALABAMA","1 Year to Under 2 Years","OKLAHOMA","0","2017"
"ALABAMA","1 Year to Under 2 Years","OREGON","0","2017"
"ALABAMA","1 Year to Under 2 Years","PENNSYLVANIA","3","2017"
"ALABAMA","1 Year to Under 2 Years","PUERTO RICO","0","2017"
"ALABAMA","1 Year to Under 2 Years","RHODE ISLAND","1","2017"
"ALABAMA","1 Year to Under 2 Years","SOUTH CAROLINA","3","2017"
"ALABAMA","1 Year to Under 2 Years","SOUTH DAKOTA","0","2017"
"ALABAMA","1 Year to Under 2 Years","TENNESSEE","15","2017"
"ALABAMA","1 Year to Under 2 Years","TEXAS","15","2017"
"ALABAMA","1 Year to Under 2 Years","US VIRGIN ISLANDS","0","2017"
"ALABAMA","1 Year to Under 2 Years","UTAH","0","2017"
"ALABAMA","1 Year to Under 2 Years","VERMONT","0","2017"
"ALABAMA","1 Year to Under 2 Years","VIRGINIA","5","2017"
"ALABAMA","1 Year to Under 2 Years","WASHINGTON","2","2017"
"ALABAMA","1 Year to Under 2 Years","WEST VIRGINIA","0","2017"
"ALABAMA","1 Year to Under 2 Years","WISCONSIN","1","2017"
"ALABAMA","1 Year to Under 2 Years","WYOMING","0","2017"
"ALABAMA","1 Year to Under 2 Years","TOTAL","843","2017"
"ALABAMA","2 Years to Under 3 Years","ALABAMA","364","2017"
"ALABAMA","2 Years to Under 3 Years","ALASKA","0","2017"
"ALABAMA","2 Years to Under 3 Years","ARIZONA","1","2017"
"ALABAMA","2 Years to Under 3 Years","ARKANSAS","0","2017"
"ALABAMA","2 Years to Under 3 Years","CALIFORNIA","12","2017"
"ALABAMA","2 Years to Under 3 Years","COLORADO","1","2017"
"ALABAMA","2 Years to Under 3 Years","CONNECTICUT","1","2017"
"ALABAMA","2 Years to Under 3 Years","DELAWARE","1","2017"
"ALABAMA","2 Years to Under 3 Years","DISTRICT OF COLUMBIA","1","2017"
"ALABAMA","2 Years to Under 3 Years","FLORIDA","27","2017"
"ALABAMA","2 Years to Under 3 Years","GEORGIA","41","2017"
"ALABAMA","2 Years to Under 3 Years","GUAM","0","2017"
"ALABAMA","2 Years to Under 3 Years","HAWAII","0","2017"
"ALABAMA","2 Years to Under 3 Years","IDAHO","0","2017"
"ALABAMA","2 Years to Under 3 Years","ILLINOIS","12","2017"
"ALABAMA","2 Years to Under 3 Years","INDIANA","1","2017"
"ALABAMA","2 Years to Under 3 Years","IOWA","0","2017"
"ALABAMA","2 Years to Under 3 Years","KANSAS","0","2017"
"ALABAMA","2 Years to Under 3 Years","KENTUCKY","1","2017"
"ALABAMA","2 Years to Under 3 Years","LOUISIANA","10","2017"
"ALABAMA","2 Years to Under 3 Years","MAINE","0","2017"
"ALABAMA","2 Years to Under 3 Years","MARYLAND","2","2017"
"ALABAMA","2 Years to Under 3 Years","MASSACHUSETTS","1","2017"
"ALABAMA","2 Years to Under 3 Years","MICHIGAN","1","2017"
"ALABAMA","2 Years to Under 3 Years","MINNESOTA","3","2017"
"ALABAMA","2 Years to Under 3 Years","MISSISSIPPI","4","2017"
"ALABAMA","2 Years to Under 3 Years","MISSOURI","0","2017"
"ALABAMA","2 Years to Under 3 Years","MONTANA","0","2017"
"ALABAMA","2 Years to Under 3 Years","NEBRASKA","0","2017"
"ALABAMA","2 Years to Under 3 Years","NEVADA","0","2017"
"ALABAMA","2 Years to Under 3 Years","NEW HAMPSHIRE","0","2017"
"ALABAMA","2 Years to Under 3 Years","NEW JERSEY","4","2017"
"ALABAMA","2 Years to Under 3 Years","NEW MEXICO","1","2017"
"ALABAMA","2 Years to Under 3 Years","NEW YORK","2","2017"
"ALABAMA","2 Years to Under 3 Years","NORTH CAROLINA","3","2017"
"ALABAMA","2 Years to Under 3 Years","NORTH DAKOTA","0","2017"
"ALABAMA","2 Years to Under 3 Years","OHIO","6","2017"
"ALABAMA","2 Years to Under 3 Years","OKLAHOMA","0","2017"
"ALABAMA","2 Years to Under 3 Years","OREGON","1","2017"
"ALABAMA","2 Years to Under 3 Years","PENNSYLVANIA","1","2017"
"ALABAMA","2 Years to Under 3 Years","PUERTO RICO","1","2017"
"ALABAMA","2 Years to Under 3 Years","RHODE ISLAND","0","2017"
"ALABAMA","2 Years to Under 3 Years","SOUTH CAROLINA","1","2017"
"ALABAMA","2 Years to Under 3 Years","SOUTH DAKOTA","0","2017"
"ALABAMA","2 Years to Under 3 Years","TENNESSEE","20","2017"
"ALABAMA","2 Years to Under 3 Years","TEXAS","6","2017"
"ALABAMA","2 Years to Under 3 Years","US VIRGIN ISLANDS","0","2017"
"ALABAMA","2 Years to Under 3 Years","UTAH","0","2017"
"ALABAMA","2 Years to Under 3 Years","VERMONT","0","2017"
"ALABAMA","2 Years to Under 3 Years","VIRGINIA","1","2017"
"ALABAMA","2 Years to Under 3 Years","WASHINGTON","1","2017"
"ALABAMA","2 Years to Under 3 Years","WEST VIRGINIA","1","2017"
"ALABAMA","2 Years to Under 3 Years","WISCONSIN","1","2017"
"ALABAMA","2 Years to Under 3 Years","WYOMING","0","2017"
"ALABAMA","2 Years to Under 3 Years","TOTAL","534","2017"
"ALABAMA","3 Years and Over","ALABAMA","2055","2017"
"ALABAMA","3 Years and Over","ALASKA","2","2017"
"ALABAMA","3 Years and Over","ARIZONA","16","2017"
"ALABAMA","3 Years and Over","ARKANSAS","3","2017"
"ALABAMA","3 Years and Over","CALIFORNIA","110","2017"
"ALABAMA","3 Years and Over","COLORADO","12","2017"
"ALABAMA","3 Years and Over","CONNECTICUT","8","2017"
"ALABAMA","3 Years and Over","DELAWARE","8","2017"
"ALABAMA","3 Years and Over","DISTRICT OF COLUMBIA","11","2017"
"ALABAMA","3 Years and Over","FLORIDA","249","2017"
"ALABAMA","3 Years and Over","GEORGIA","258","2017"
"ALABAMA","3 Years and Over","GUAM","1","2017"
"ALABAMA","3 Years and Over","HAWAII","1","2017"
"ALABAMA","3 Years and Over","IDAHO","2","2017"
"ALABAMA","3 Years and Over","ILLINOIS","98","2017"
"ALABAMA","3 Years and Over","INDIANA","20","2017"
"ALABAMA","3 Years and Over","IOWA","10","2017"
"ALABAMA","3 Years and Over","KANSAS","11","2017"
"ALABAMA","3 Years and Over","KENTUCKY","18","2017"
"ALABAMA","3 Years and Over","LOUISIANA","87","2017"
"ALABAMA","3 Years and Over","MAINE","0","2017"
"ALABAMA","3 Years and Over","MARYLAND","48","2017"
"ALABAMA","3 Years and Over","MASSACHUSETTS","21","2017"
"ALABAMA","3 Years and Over","MICHIGAN","49","2017"
"ALABAMA","3 Years and Over","MINNESOTA","9","2017"
"ALABAMA","3 Years and Over","MISSISSIPPI","80","2017"
"ALABAMA","3 Years and Over","MISSOURI","15","2017"
"ALABAMA","3 Years and Over","MONTANA","0","2017"
"ALABAMA","3 Years and Over","NEBRASKA","7","2017"
"ALABAMA","3 Years and Over","NEVADA","14","2017"
"ALABAMA","3 Years and Over","NEW HAMPSHIRE","0","2017"
"ALABAMA","3 Years and Over","NEW JERSEY","32","2017"
"ALABAMA","3 Years and Over","NEW MEXICO","5","2017"
"ALABAMA","3 Years and Over","NEW YORK","103","2017"
"ALABAMA","3 Years and Over","NORTH CAROLINA","66","2017"
"ALABAMA","3 Years and Over","NORTH DAKOTA","1","2017"
"ALABAMA","3 Years and Over","OHIO","34","2017"
"ALABAMA","3 Years and Over","OKLAHOMA","6","2017"
"ALABAMA","3 Years and Over","OREGON","9","2017"
"ALABAMA","3 Years and Over","PENNSYLVANIA","20","2017"
"ALABAMA","3 Years and Over","PUERTO RICO","5","2017"
"ALABAMA","3 Years and Over","RHODE ISLAND","2","2017"
"ALABAMA","3 Years and Over","SOUTH CAROLINA","27","2017"
"ALABAMA","3 Years and Over","SOUTH DAKOTA","1","2017"
"ALABAMA","3 Years and Over","TENNESSEE","133","2017"
"ALABAMA","3 Years and Over","TEXAS","95","2017"
"ALABAMA","3 Years and Over","US VIRGIN ISLANDS","0","2017"
"ALABAMA","3 Years and Over","UTAH","2","2017"
"ALABAMA","3 Years and Over","VERMONT","0","2017"
"ALABAMA","3 Years and Over","VIRGINIA","30","2017"
"ALABAMA","3 Years and Over","WASHINGTON","1","2017"
"ALABAMA","3 Years and Over","WEST VIRGINIA","2","2017"
"ALABAMA","3 Years and Over","WISCONSIN","10","2017"
"ALABAMA","3 Years and Over","WYOMING","0","2017"
"ALABAMA","3 Years and Over","TOTAL","3807","2017"
"ALABAMA","Average Time-to-Crime in Years","ALABAMA","7.3330886674968934","2017"
"ALABAMA","Average Time-to-Crime in Years","ALASKA","17.966999999999999","2017"
"ALABAMA","Average Time-to-Crime in Years","ARIZONA","15.113235294117644","2017"
"ALABAMA","Average Time-to-Crime in Years","ARKANSAS","13.807666666666668","2017"
"ALABAMA","Average Time-to-Crime in Years","CALIFORNIA","12.492496732026142","2017"
"ALABAMA","Average Time-to-Crime in Years","COLORADO","8.1978124999999995","2017"
"ALABAMA","Average Time-to-Crime in Years","CONNECTICUT","14.747454545454543","2017"
"ALABAMA","Average Time-to-Crime in Years","DELAWARE","16.184444444444445","2017"
"ALABAMA","Average Time-to-Crime in Years","DISTRICT OF COLUMBIA","8.4271176470588252","2017"
"ALABAMA","Average Time-to-Crime in Years","FLORIDA","11.122907859078593","2017"
"ALABAMA","Average Time-to-Crime in Years","GEORGIA","10.072368932038838","2017"
"ALABAMA","Average Time-to-Crime in Years","GUAM","8.1859999999999999","2017"
"ALABAMA","Average Time-to-Crime in Years","HAWAII","38.652999999999999","2017"
"ALABAMA","Average Time-to-Crime in Years","IDAHO","21.673000000000002","2017"
"ALABAMA","Average Time-to-Crime in Years","ILLINOIS","11.153154362416103","2017"
"ALABAMA","Average Time-to-Crime in Years","INDIANA","9.6941724137931047","2017"
"ALABAMA","Average Time-to-Crime in Years","IOWA","12.223461538461537","2017"
"ALABAMA","Average Time-to-Crime in Years","KANSAS","12.806733333333332","2017"
"ALABAMA","Average Time-to-Crime in Years","KENTUCKY","9.9823999999999984","2017"
"ALABAMA","Average Time-to-Crime in Years","LOUISIANA","11.734741666666666","2017"
"ALABAMA","Average Time-to-Crime in Years","MAINE","N/A","2017"
"ALABAMA","Average Time-to-Crime in Years","MARYLAND","12.086507462686564","2017"
"ALABAMA","Average Time-to-Crime in Years","MASSACHUSETTS","17.840304347826088","2017"
"ALABAMA","Average Time-to-Crime in Years","MICHIGAN","17.91553571428571","2017"
"ALABAMA","Average Time-to-Crime in Years","MINNESOTA","14.913615384615383","2017"
"ALABAMA","Average Time-to-Crime in Years","MISSISSIPPI","13.025490000000007","2017"
"ALABAMA","Average Time-to-Crime in Years","MISSOURI","12.038842105263159","2017"
"ALABAMA","Average Time-to-Crime in Years","MONTANA","N/A","2017"
"ALABAMA","Average Time-to-Crime in Years","NEBRASKA","16.558374999999998","2017"
"ALABAMA","Average Time-to-Crime in Years","NEVADA","17.77375","2017"
"ALABAMA","Average Time-to-Crime in Years","NEW HAMPSHIRE","0.83199999999999996","2017"
"ALABAMA","Average Time-to-Crime in Years","NEW JERSEY","12.596794871794872","2017"
"ALABAMA","Average Time-to-Crime in Years","NEW MEXICO","13.812499999999998","2017"
"ALABAMA","Average Time-to-Crime in Years","NEW YORK","14.698137096774197","2017"
"ALABAMA","Average Time-to-Crime in Years","NORTH CAROLINA","15.146036144578309","2017"
"ALABAMA","Average Time-to-Crime in Years","NORTH DAKOTA","22.212","2017"
"ALABAMA","Average Time-to-Crime in Years","OHIO","14.908444444444445","2017"
"ALABAMA","Average Time-to-Crime in Years","OKLAHOMA","15.476166666666664","2017"
"ALABAMA","Average Time-to-Crime in Years","OREGON","16.552090909090911","2017"
"ALABAMA","Average Time-to-Crime in Years","PENNSYLVANIA","12.14268","2017"
"ALABAMA","Average Time-to-Crime in Years","PUERTO RICO","9.3324444444444428","2017"
"ALABAMA","Average Time-to-Crime in Years","RHODE ISLAND","10.593666666666666","2017"
"ALABAMA","Average Time-to-Crime in Years","SOUTH CAROLINA","12.770485714285716","2017"
"ALABAMA","Average Time-to-Crime in Years","SOUTH DAKOTA","3.31","2017"
"ALABAMA","Average Time-to-Crime in Years","TENNESSEE","11.334842105263155","2017"
"ALABAMA","Average Time-to-Crime in Years","TEXAS","11.243954545454544","2017"
"ALABAMA","Average Time-to-Crime in Years","US VIRGIN ISLANDS","N/A","2017"
"ALABAMA","Average Time-to-Crime in Years","UTAH","20.074999999999999","2017"
"ALABAMA","Average Time-to-Crime in Years","VERMONT","N/A","2017"
"ALABAMA","Average Time-to-Crime in Years","VIRGINIA","9.723395348837208","2017"
"ALABAMA","Average Time-to-Crime in Years","WASHINGTON","4.3150000000000004","2017"
"ALABAMA","Average Time-to-Crime in Years","WEST VIRGINIA","4.9436666666666662","2017"
"ALABAMA","Average Time-to-Crime in Years","WISCONSIN","13.349333333333334","2017"
"ALABAMA","Average Time-to-Crime in Years","WYOMING","N/A","2017"
"ALASKA","Under 3 Months","ALABAMA","0","2017"
"ALASKA","Under 3 Months","ALASKA","29","2017"
"ALASKA","Under 3 Months","ARIZONA","0","2017"
"ALASKA","Under 3 Months","ARKANSAS","0","2017"
"ALASKA","Under 3 Months","CALIFORNIA","2","2017"
"ALASKA","Under 3 Months","COLORADO","0","2017"
"ALASKA","Under 3 Months","CONNECTICUT","0","2017"
"ALASKA","Under 3 Months","DELAWARE","0","2017"
"ALASKA","Under 3 Months","DISTRICT OF COLUMBIA","0","2017"
"ALASKA","Under 3 Months","FLORIDA","0","2017"
"ALASKA","Under 3 Months","GEORGIA","0","2017"
"ALASKA","Under 3 Months","GUAM","0","2017"
"ALASKA","Under 3 Months","HAWAII","1","2017"
"ALASKA","Under 3 Months","IDAHO","0","2017"
"ALASKA","Under 3 Months","ILLINOIS","0","2017"
"ALASKA","Under 3 Months","INDIANA","0","2017"
"ALASKA","Under 3 Months","IOWA","0","2017"
"ALASKA","Under 3 Months","KANSAS","0","2017"
"ALASKA","Under 3 Months","KENTUCKY","0","2017"
"ALASKA","Under 3 Months","LOUISIANA","0","2017"
"ALASKA","Under 3 Months","MAINE","0","2017"
"ALASKA","Under 3 Months","MARYLAND","0","2017"
"ALASKA","Under 3 Months","MASSACHUSETTS","0","2017"
"ALASKA","Under 3 Months","MICHIGAN","0","2017"
