"STi","T2C","STj","COUNT","YEAR"
"ALABAMA","2 Years to Under 3 Years","MARYLAND","0","2015"
"ALABAMA","2 Years to Under 3 Years","MASSACHUSETTS","0","2015"
"ALABAMA","2 Years to Under 3 Years","MICHIGAN","3","2015"
"ALABAMA","2 Years to Under 3 Years","MINNESOTA","1","2015"
"ALABAMA","2 Years to Under 3 Years","MISSISSIPPI","4","2015"
"ALABAMA","2 Years to Under 3 Years","MISSOURI","1","2015"
"ALABAMA","2 Years to Under 3 Years","MONTANA","0","2015"
"ALABAMA","2 Years to Under 3 Years","NEBRASKA","0","2015"
"ALABAMA","2 Years to Under 3 Years","NEVADA","1","2015"
"ALABAMA","2 Years to Under 3 Years","NEW HAMPSHIRE","0","2015"
"ALABAMA","2 Years to Under 3 Years","NEW JERSEY","4","2015"
"ALABAMA","2 Years to Under 3 Years","NEW MEXICO","0","2015"
"ALABAMA","2 Years to Under 3 Years","NEW YORK","3","2015"
"ALABAMA","2 Years to Under 3 Years","NORTH CAROLINA","5","2015"
"ALABAMA","2 Years to Under 3 Years","NORTH DAKOTA","0","2015"
"ALABAMA","2 Years to Under 3 Years","OHIO","1","2015"
"ALABAMA","2 Years to Under 3 Years","OKLAHOMA","0","2015"
"ALABAMA","2 Years to Under 3 Years","OREGON","0","2015"
"ALABAMA","2 Years to Under 3 Years","PENNSYLVANIA","2","2015"
"ALABAMA","2 Years to Under 3 Years","PUERTO RICO","0","2015"
"ALABAMA","2 Years to Under 3 Years","RHODE ISLAND","0","2015"
"ALABAMA","2 Years to Under 3 Years","SOUTH CAROLINA","2","2015"
"ALABAMA","2 Years to Under 3 Years","SOUTH DAKOTA","0","2015"
"ALABAMA","2 Years to Under 3 Years","TENNESSEE","6","2015"
"ALABAMA","2 Years to Under 3 Years","TEXAS","7","2015"
"ALABAMA","2 Years to Under 3 Years","US VIRGIN ISLANDS","0","2015"
"ALABAMA","2 Years to Under 3 Years","UTAH","0","2015"
"ALABAMA","2 Years to Under 3 Years","VERMONT","0","2015"
"ALABAMA","2 Years to Under 3 Years","VIRGINIA","3","2015"
"ALABAMA","2 Years to Under 3 Years","WASHINGTON","0","2015"
"ALABAMA","2 Years to Under 3 Years","WEST VIRGINIA","1","2015"
"ALABAMA","2 Years to Under 3 Years","WISCONSIN","2","2015"
"ALABAMA","2 Years to Under 3 Years","WYOMING","0","2015"
"ALABAMA","2 Years to Under 3 Years","TOTAL","381","2015"
"ALABAMA","3 Years and Over","ALABAMA","1840","2015"
"ALABAMA","3 Years and Over","ALASKA","1","2015"
"ALABAMA","3 Years and Over","ARIZONA","13","2015"
"ALABAMA","3 Years and Over","ARKANSAS","1","2015"
"ALABAMA","3 Years and Over","CALIFORNIA","72","2015"
"ALABAMA","3 Years and Over","COLORADO","11","2015"
"ALABAMA","3 Years and Over","CONNECTICUT","7","2015"
"ALABAMA","3 Years and Over","DELAWARE","2","2015"
"ALABAMA","3 Years and Over","DISTRICT OF COLUMBIA","12","2015"
"ALABAMA","3 Years and Over","FLORIDA","222","2015"
"ALABAMA","3 Years and Over","GEORGIA","225","2015"
"ALABAMA","3 Years and Over","GUAM & NORTHERN MARIANA ISLANDS","0","2015"
"ALABAMA","3 Years and Over","HAWAII","0","2015"
"ALABAMA","3 Years and Over","IDAHO","0","2015"
"ALABAMA","3 Years and Over","ILLINOIS","83","2015"
"ALABAMA","3 Years and Over","INDIANA","18","2015"
"ALABAMA","3 Years and Over","IOWA","9","2015"
"ALABAMA","3 Years and Over","KANSAS","4","2015"
"ALABAMA","3 Years and Over","KENTUCKY","12","2015"
"ALABAMA","3 Years and Over","LOUISIANA","59","2015"
"ALABAMA","3 Years and Over","MAINE","1","2015"
"ALABAMA","3 Years and Over","MARYLAND","28","2015"
"ALABAMA","3 Years and Over","MASSACHUSETTS","13","2015"
"ALABAMA","3 Years and Over","MICHIGAN","52","2015"
"ALABAMA","3 Years and Over","MINNESOTA","8","2015"
"ALABAMA","3 Years and Over","MISSISSIPPI","51","2015"
"ALABAMA","3 Years and Over","MISSOURI","11","2015"
"ALABAMA","3 Years and Over","MONTANA","0","2015"
"ALABAMA","3 Years and Over","NEBRASKA","5","2015"
"ALABAMA","3 Years and Over","NEVADA","4","2015"
"ALABAMA","3 Years and Over","NEW HAMPSHIRE","0","2015"
"ALABAMA","3 Years and Over","NEW JERSEY","32","2015"
"ALABAMA","3 Years and Over","NEW MEXICO","4","2015"
"ALABAMA","3 Years and Over","NEW YORK","83","2015"
"ALABAMA","3 Years and Over","NORTH CAROLINA","46","2015"
"ALABAMA","3 Years and Over","NORTH DAKOTA","3","2015"
"ALABAMA","3 Years and Over","OHIO","27","2015"
"ALABAMA","3 Years and Over","OKLAHOMA","5","2015"
"ALABAMA","3 Years and Over","OREGON","2","2015"
"ALABAMA","3 Years and Over","PENNSYLVANIA","13","2015"
"ALABAMA","3 Years and Over","PUERTO RICO","1","2015"
"ALABAMA","3 Years and Over","RHODE ISLAND","0","2015"
"ALABAMA","3 Years and Over","SOUTH CAROLINA","27","2015"
"ALABAMA","3 Years and Over","SOUTH DAKOTA","2","2015"
"ALABAMA","3 Years and Over","TENNESSEE","99","2015"
"ALABAMA","3 Years and Over","TEXAS","72","2015"
"ALABAMA","3 Years and Over","US VIRGIN ISLANDS","0","2015"
"ALABAMA","3 Years and Over","UTAH","3","2015"
"ALABAMA","3 Years and Over","VERMONT","0","2015"
"ALABAMA","3 Years and Over","VIRGINIA","26","2015"
"ALABAMA","3 Years and Over","WASHINGTON","7","2015"
"ALABAMA","3 Years and Over","WEST VIRGINIA","4","2015"
"ALABAMA","3 Years and Over","WISCONSIN","9","2015"
"ALABAMA","3 Years and Over","WYOMING","0","2015"
"ALABAMA","3 Years and Over","TOTAL","3229","2015"
"ALABAMA","Average Time-to-Crime in Years","ALABAMA","8.8385646982897725","2015"
"ALABAMA","Average Time-to-Crime in Years","ALASKA","8.3614999999999995","2015"
"ALABAMA","Average Time-to-Crime in Years","ARIZONA","17.617071428571428","2015"
"ALABAMA","Average Time-to-Crime in Years","ARKANSAS","4.0084999999999997","2015"
"ALABAMA","Average Time-to-Crime in Years","CALIFORNIA","17.360744186046517","2015"
"ALABAMA","Average Time-to-Crime in Years","COLORADO","9.4734374999999993","2015"
"ALABAMA","Average Time-to-Crime in Years","CONNECTICUT","21.541714285714285","2015"
"ALABAMA","Average Time-to-Crime in Years","DELAWARE","18.576333333333334","2015"
"ALABAMA","Average Time-to-Crime in Years","DISTRICT OF COLUMBIA","14.478285714285716","2015"
"ALABAMA","Average Time-to-Crime in Years","FLORIDA","13.646639730639727","2015"
"ALABAMA","Average Time-to-Crime in Years","GEORGIA","11.437107382550336","2015"
"ALABAMA","Average Time-to-Crime in Years","GUAM & NORTHERN MARIANA ISLANDS","N/A","2015"
"ALABAMA","Average Time-to-Crime in Years","HAWAII","N/A","2015"
"ALABAMA","Average Time-to-Crime in Years","IDAHO","2.355","2015"
"ALABAMA","Average Time-to-Crime in Years","ILLINOIS","14.839819999999998","2015"
"ALABAMA","Average Time-to-Crime in Years","INDIANA","15.532590909090908","2015"
"ALABAMA","Average Time-to-Crime in Years","IOWA","19.462300000000003","2015"
"ALABAMA","Average Time-to-Crime in Years","KANSAS","10.673166666666667","2015"
"ALABAMA","Average Time-to-Crime in Years","KENTUCKY","15.017466666666667","2015"
"ALABAMA","Average Time-to-Crime in Years","LOUISIANA","12.951487179487177","2015"
"ALABAMA","Average Time-to-Crime in Years","MAINE","26.937999999999999","2015"
"ALABAMA","Average Time-to-Crime in Years","MARYLAND","17.198514285714285","2015"
"ALABAMA","Average Time-to-Crime in Years","MASSACHUSETTS","19.062307692307694","2015"
"ALABAMA","Average Time-to-Crime in Years","MICHIGAN","17.674193548387098","2015"
"ALABAMA","Average Time-to-Crime in Years","MINNESOTA","22.073222222222224","2015"
"ALABAMA","Average Time-to-Crime in Years","MISSISSIPPI","13.692131147540984","2015"
"ALABAMA","Average Time-to-Crime in Years","MISSOURI","14.776333333333332","2015"
"ALABAMA","Average Time-to-Crime in Years","MONTANA","1.752","2015"
"ALABAMA","Average Time-to-Crime in Years","NEBRASKA","14.9925","2015"
"ALABAMA","Average Time-to-Crime in Years","NEVADA","12.045","2015"
"ALABAMA","Average Time-to-Crime in Years","NEW HAMPSHIRE","N/A","2015"
"ALABAMA","Average Time-to-Crime in Years","NEW JERSEY","11.482076923076924","2015"
"ALABAMA","Average Time-to-Crime in Years","NEW MEXICO","17.94125","2015"
"ALABAMA","Average Time-to-Crime in Years","NEW YORK","15.288569999999998","2015"
"ALABAMA","Average Time-to-Crime in Years","NORTH CAROLINA","15.726267857142856","2015"
"ALABAMA","Average Time-to-Crime in Years","NORTH DAKOTA","6.6392500000000005","2015"
"ALABAMA","Average Time-to-Crime in Years","OHIO","18.26977419354839","2015"
"ALABAMA","Average Time-to-Crime in Years","OKLAHOMA","23.507200000000001","2015"
"ALABAMA","Average Time-to-Crime in Years","OREGON","23.426500000000001","2015"
"ALABAMA","Average Time-to-Crime in Years","PENNSYLVANIA","18.560176470588235","2015"
"ALABAMA","Average Time-to-Crime in Years","PUERTO RICO","11.896000000000001","2015"
"ALABAMA","Average Time-to-Crime in Years","RHODE ISLAND","N/A","2015"
"ALABAMA","Average Time-to-Crime in Years","SOUTH CAROLINA","17.500411764705888","2015"
"ALABAMA","Average Time-to-Crime in Years","SOUTH DAKOTA","11.7645","2015"
"ALABAMA","Average Time-to-Crime in Years","TENNESSEE","16.468031746031745","2015"
"ALABAMA","Average Time-to-Crime in Years","TEXAS","12.315360465116278","2015"
"ALABAMA","Average Time-to-Crime in Years","US VIRGIN ISLANDS","N/A","2015"
"ALABAMA","Average Time-to-Crime in Years","UTAH","11.761000000000001","2015"
"ALABAMA","Average Time-to-Crime in Years","VERMONT","N/A","2015"
"ALABAMA","Average Time-to-Crime in Years","VIRGINIA","13.236323529411765","2015"
"ALABAMA","Average Time-to-Crime in Years","WASHINGTON","11.960857142857142","2015"
"ALABAMA","Average Time-to-Crime in Years","WEST VIRGINIA","20.469200000000001","2015"
"ALABAMA","Average Time-to-Crime in Years","WISCONSIN","10.348117647058823","2015"
"ALABAMA","Average Time-to-Crime in Years","WYOMING","N/A","2015"
"ALASKA","Under 3 Months","ALABAMA","0","2015"
"ALASKA","Under 3 Months","ALASKA","40","2015"
"ALASKA","Under 3 Months","ARIZONA","0","2015"
"ALASKA","Under 3 Months","ARKANSAS","0","2015"
"ALASKA","Under 3 Months","CALIFORNIA","2","2015"
"ALASKA","Under 3 Months","COLORADO","0","2015"
"ALASKA","Under 3 Months","CONNECTICUT","0","2015"
"ALASKA","Under 3 Months","DELAWARE","0","2015"
"ALASKA","Under 3 Months","DISTRICT OF COLUMBIA","0","2015"
"ALASKA","Under 3 Months","FLORIDA","0","2015"
"ALASKA","Under 3 Months","GEORGIA","0","2015"
"ALASKA","Under 3 Months","GUAM & NORTHERN MARIANA ISLANDS","0","2015"
"ALASKA","Under 3 Months","HAWAII","0","2015"
"ALASKA","Under 3 Months","IDAHO","0","2015"
"ALASKA","Under 3 Months","ILLINOIS","1","2015"
"ALASKA","Under 3 Months","INDIANA","0","2015"
"ALASKA","Under 3 Months","IOWA","0","2015"
"ALASKA","Under 3 Months","KANSAS","0","2015"
"ALASKA","Under 3 Months","KENTUCKY","0","2015"
"ALASKA","Under 3 Months","LOUISIANA","0","2015"
